策略-参数1,策略-参数2,策略-参数3,标的,开始时间,结束时间,保证金,使用金额,起始金额,结束金额,最大回撤,盈亏比,胜率,收益率
MA,5,15,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,9846677.424999986,6.428612299465746,inf,0.0,-5.466045454545959
MA,10,30,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA,20,40,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA,20,60,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
EMA,5,15,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10105787.124999996,13.575044325517377,1.807174887892407,0.5,3.771377005347461
EMA,10,30,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10172477.42500001,8.783028747848904,inf,0.0,6.14892780748699
EMA,20,40,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,9990077.424999999,8.94172237407513,inf,0.0,-0.3537459893048527
EMA,20,60,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,9996077.425000003,8.936411026385455,inf,0.0,-0.13984224598921183
VWMA,5,15,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,9846677.424999986,6.428612299465746,inf,0.0,-5.466045454545959
VWMA,10,30,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,9999077.425,0.03289037433152424,inf,0.0,-0.03289037433152424
VWMA,20,40,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
VWMA,20,60,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,5,15,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,9866477.42499999,5.722729946524436,inf,0.0,-4.76016310160465
MA+kσ,10,30,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,20,40,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,20,60,CFFEX.IF1701,2016-01-15,2017-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA,5,15,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10815077.42500001,7.886977458971326,inf,0.0,29.058018716577898
MA,10,30,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA,20,40,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA,20,60,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
EMA,5,15,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10733432.275000026,10.312276905939342,0.0,0.0,26.147318181819124
EMA,10,30,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10171232.27500003,16.448783267098488,0.0,0.0,6.104537433156156
EMA,20,40,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10098032.275000038,18.80627063947115,0.0,0.0,3.494911764707224
EMA,20,60,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10098032.275000038,18.80627063947115,0.0,0.0,3.494911764707224
VWMA,5,15,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10063232.275000004,6.6955018244555475,0.0,0.0,2.254270053476082
VWMA,10,30,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
VWMA,20,40,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
VWMA,20,60,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,5,15,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10758677.425000004,7.929587401076356,inf,0.0,27.047323529411926
MA+kσ,10,30,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,20,40,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,20,60,CFFEX.IF2001,2019-01-15,2020-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA,5,15,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10610477.425000042,9.512640553467651,inf,0.0,21.7639010695202
MA,10,30,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10345877.42500003,0.5779688556535578,inf,0.0,12.330745989305903
MA,20,40,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA,20,60,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
EMA,5,15,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,9847741.975000007,31.95290904762325,0.16629711751663007,0.3333333333333333,-5.428093582887448
EMA,10,30,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,9979832.275000012,18.223621762477205,0.0,0.0,-0.7189919786092139
EMA,20,40,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,9738632.274999993,22.64845972781995,0.0,0.0,-9.3179224598933
EMA,20,60,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,9531032.274999965,26.171553463258856,0.0,0.0,-16.718991978610877
VWMA,5,15,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10007987.12500005,24.52808823529365,0.0,0.0,0.2847459893066057
VWMA,10,30,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
VWMA,20,40,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
VWMA,20,60,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,5,15,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10610477.425000042,9.512640553467651,inf,0.0,21.7639010695202
MA+kσ,10,30,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10303277.425000027,0.5803546394259933,inf,0.0,10.812029411765662
MA+kσ,20,40,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
MA+kσ,20,60,CFFEX.IF1801,2017-01-15,2018-01-15,140250.0,2805000.0,10000000.0,10000000.0,0.0,inf,0.0,0.0
